UF;CD_UF;CD_MUNICIPIO;MUN;POP_EST;CD_MUN_IBGE;CD_MUN;AREA_MUN;DENS_POP
AL;27.0;8204.0;São Brás;6557.0;2708204.0;2708204;139.038;47.2
BA;29.0;1957.0;Apuarema;7114.0;2901957.0;2901957;150.83;47.2
SP;35.0;6409.0;Bilac;7455.0;3506409.0;3506409;158.025;47.2
CE;23.0;7809.0;Marco;27064.0;2307809.0;2307809;573.61;47.2
PE;26.0;9204.0;Maraial;9432.0;2609204.0;2609204;199.865;47.2
MG;31.0;26109.0;Formiga;70668.0;3126109.0;3126109;1501.915;47.1
BA;29.0;1601.0;Antas;15061.0;2901601.0;2901601;319.745;47.1
PE;26.0;807.0;Altinho;21185.0;2600807.0;2600807;450.178;47.1
PB;25.0;9305.0;Mataraca;8585.0;2509305.0;2509305;182.439;47.1
PR;41.0;8007.0;Florestópolis;11639.0;4108007.0;4108007;246.853;47.1
SC;42.0;2859.0;Braço do Trombudo;4203.0;4202859.0;4202859;89.411;47.0
RJ;33.0;936.0;Carapebus;14325.0;3300936.0;3300936;304.885;47.0
AL;27.0;3908.0;Jundiá;4176.0;2703908.0;2703908;88.793;47.0
PI;22.0;3701.0;Esperantina;42510.0;2203701.0;2203701;908.748;46.8
GO;52.0;18607.0;Rialma;12551.0;5218607.0;5218607;268.291;46.8
PA;15.0;2103.0;Cametá;143837.0;1502103.0;1502103;3081.367;46.7
RS;43.0;12906.0;Nova Bassano;9877.0;4312906.0;4312906;211.611;46.7
SP;35.0;46900.0;Santa Lúcia;7181.0;3546900.0;3546900;153.86;46.7
SC;42.0;18301.0;Três Barras;20373.0;4218301.0;4218301;436.496;46.7
SC;42.0;10001.0;Luiz Alves;12126.0;4210001.0;4210001;260.106;46.6
TO;17.0;2554.0;Augustinópolis;18128.0;1702554.0;1702554;388.81;46.6
PB;25.0;4355.0;Caturité;5492.0;2504355.0;2504355;117.823;46.6
SP;35.0;46504.0;Santa Ernestina;6256.0;3546504.0;3546504;134.421;46.5
BA;29.0;13309.0;Ichu;6415.0;2913309.0;2913309;138.016;46.5
BA;29.0;33174.0;Varzedo;10296.0;2933174.0;2933174;221.399;46.5
RS;43.0;14704.0;Planalto;10624.0;4314704.0;4314704;228.552;46.5
MG;31.0;54804.0;Rio Acima;10626.0;3154804.0;3154804;228.394;46.5
CE;23.0;8302.0;Milagres;26860.0;2308302.0;2308302;579.097;46.4
MG;31.0;57203.0;Santa Bárbara;31756.0;3157203.0;3157203;684.505;46.4
SP;35.0;54904.0;Três Fronteiras;7013.0;3554904.0;3554904;151.594;46.3
CE;23.0;11801.0;Russas;74582.0;2311801.0;2311801;1611.091;46.3
RS;43.0;16956.0;Santa Maria do Herval;6482.0;4316956.0;4316956;140.437;46.2
PA;15.0;8100.0;Tucuruí;96238.0;1508100.0;1508100;2084.289;46.2
MG;31.0;14501.0;Carmópolis de Minas;18498.0;3114501.0;3114501;400.01;46.2
SP;35.0;41604.0;Promissão;35991.0;3541604.0;3541604;779.2;46.2
BA;29.0;15106.0;Itagi;14314.0;2915106.0;2915106;310.621;46.1
SP;35.0;51405.0;Serra Azul;13058.0;3551405.0;3551405;283.144;46.1
MG;31.0;33709.0;Itatiaiuçu;13603.0;3133709.0;3133709;295.145;46.1
PB;25.0;2409.0;Bonito de Santa Fé;10460.0;2502409.0;2502409;226.798;46.1
BA;29.0;29404.0;São Miguel das Matas;10634.0;2929404.0;2929404;230.906;46.1
PI;22.0;5854.0;Madeiro;8218.0;2205854.0;2205854;178.842;46.0
MG;31.0;28808.0;Guidoval;7284.0;3128808.0;3128808;158.375;46.0
RN;24.0;14407.0;Touros;34624.0;2414407.0;2414407;753.961;45.9
GO;52.0;11503.0;Itumbiara;112289.0;5211503.0;5211503;2447.014;45.9
MG;31.0;61809.0;São Gonçalo do Pará;12192.0;3161809.0;3161809;265.73;45.9
SP;35.0;31407.0;Monte Aprazível;22650.0;3531407.0;3531407;495.559;45.7
PB;25.0;16805.0;Triunfo;10259.0;2516805.0;2516805;224.336;45.7
MG;31.0;40209.0;Maripá de Minas;3532.0;3140209.0;3140209;77.338;45.7
PB;25.0;5402.0;Desterro;8300.0;2505402.0;2505402;182.018;45.6
AL;27.0;7206.0;Poço das Trincheiras;12974.0;2707206.0;2707206;284.26;45.6
PE;26.0;3900.0;Carnaíba;19513.0;2603900.0;2603900;427.802;45.6
MA;21.0;12803.0;Viana;53115.0;2112803.0;2112803;1166.745;45.5
MG;31.0;66303.0;Sericita;7536.0;3166303.0;3166303;166.012;45.4
MG;31.0;32909.0;Itamogi;11062.0;3132909.0;3132909;243.714;45.4
TO;17.0;2109.0;Araguaína;181493.0;1702109.0;1702109;4004.646;45.3
SP;35.0;32504.0;Neves Paulista;9921.0;3532504.0;3532504;219.05;45.3
MG;31.0;8404.0;Botelhos;15137.0;3108404.0;3108404;334.089;45.3
SC;42.0;4400.0;Coronel Freitas;10583.0;4204400.0;4204400;233.698;45.3
PE;26.0;15102.0;Terezinha;6857.0;2615102.0;2615102;151.45;45.3
SP;35.0;23206.0;Itararé;45327.0;3523206.0;3523206;1003.86;45.2
RN;24.0;208.0;Açu;58906.0;2400208.0;2400208;1303.442;45.2
MG;31.0;45604.0;Oliveira;40552.0;3145604.0;3145604;897.294;45.2
SC;42.0;12106.0;Palmitos;15812.0;4212106.0;4212106;351.051;45.0
CE;23.0;5704.0;Ipaumirim;12441.0;2305704.0;2305704;276.508;45.0
SE;28.0;3302.0;Japaratuba;16472.0;2803302.0;2803302;365.677;45.0
BA;29.0;10305.0;Elísio Medrado;8066.0;2910305.0;2910305;179.329;45.0
SC;42.0;2537.0;Bom Jesus;2872.0;4202537.0;4202537;63.883;45.0
MG;31.0;3504.0;Araguari;122874.0;3103504.0;3103504;2729.777;45.0
SC;42.0;10902.0;Modelo;4156.0;4210902.0;4210902;92.346;45.0
SC;42.0;6652.0;Guatambú;9267.0;4206652.0;4206652;206.196;44.9
BA;29.0;26608.0;Ribeira do Pombal;56170.0;2926608.0;2926608;1252.144;44.9
PI;22.0;5540.0;Lagoinha do Piauí;3029.0;2205540.0;2205540;67.649;44.8
PR;41.0;10078.0;Imbaú;14815.0;4110078.0;4110078;330.734;44.8
PR;41.0;23808.0;Santa Izabel do Oeste;14385.0;4123808.0;4123808;321.182;44.8
SP;35.0;34906.0;Pacaembu;15217.0;3534906.0;3534906;339.375;44.8
CE;23.0;10951.0;Pires Ferreira;10952.0;2310951.0;2310951;244.464;44.8
MG;31.0;66204.0;Senhora dos Remédios;10640.0;3166204.0;3166204;237.815;44.7
PI;22.0;103.0;Agricolândia;5023.0;2200103.0;2200103;112.392;44.7
GO;52.0;19100.0;Santa Bárbara de Goiás;6280.0;5219100.0;5219100;140.957;44.6
RS;43.0;18614.0;São José do Sul;2440.0;4318614.0;4318614;54.764;44.6
SP;35.0;12001.0;Colina;18842.0;3512001.0;3512001;422.303;44.6
RS;43.0;21667.0;Três Cachoeiras;11216.0;4321667.0;4321667;251.483;44.6
PB;25.0;9909.0;Natuba;9014.0;2509909.0;2509909;202.173;44.6
MG;31.0;7406.0;Bom Despacho;53995.0;3107406.0;3107406;1213.546;44.5
RS;43.0;6106.0;Cruz Alta;60486.0;4306106.0;4306106;1360.548;44.5
RS;43.0;14456.0;Pinhal;3034.0;4314456.0;4314456;68.222;44.5
SC;42.0;11702.0;Orleans;24474.0;4211702.0;4211702;549.859;44.5
CE;23.0;4806.0;Granjeiro;4960.0;2304806.0;2304806;111.528;44.5
MA;21.0;3752.0;Davinópolis;14788.0;2103752.0;2103752;332.249;44.5
MA;21.0;12902.0;Vitória do Mearim;31851.0;2112902.0;2112902;716.719;44.4
SC;42.0;15000.0;Rio Negrinho;40168.0;4215000.0;4215000;907.42;44.3
CE;23.0;4350.0;Forquilha;25127.0;2304350.0;2304350;568.778;44.2
MG;31.0;44607.0;Nepomuceno;25774.0;3144607.0;3144607;582.553;44.2
PE;26.0;1102.0;Araripina;90104.0;2601102.0;2601102;2037.394;44.2
PE;26.0;7307.0;Ipubi;30603.0;2607307.0;2607307;693.914;44.1
SP;35.0;28601.0;Manduri;10092.0;3528601.0;3528601;229.046;44.1
RS;43.0;14498.0;Pinheirinho do Vale;4637.0;4314498.0;4314498;105.385;44.0
SC;42.0;8005.0;Itá;7310.0;4208005.0;4208005;166.265;44.0
MG;31.0;31208.0;Ipanema;20095.0;3131208.0;3131208;456.641;44.0
MG;31.0;68606.0;Teófilo Otoni;142571.0;3168606.0;3168606;3242.27;44.0
MG;31.0;56452.0;Rosário da Limeira;4896.0;3156452.0;3156452;111.156;44.0
SP;35.0;25706.0;José Bonifácio;37859.0;3525706.0;3525706;860.2;44.0
RS;43.0;21402.0;Tenente Portela;14811.0;4321402.0;4321402;337.495;43.9
AC;12.0;401.0;Rio Branco;387852.0;1200401.0;1200401;8835.154;43.9
SP;35.0;19402.0;Ibirá;11934.0;3519402.0;3519402;271.912;43.9
SP;35.0;26605.0;Lavrinhas;7328.0;3526605.0;3526605;167.067;43.9
RS;43.0;10363.0;Imigrante;3148.0;4310363.0;4310363;71.716;43.9
MA;21.0;3406.0;Coelho Neto;42918.0;2103406.0;2103406;977.079;43.9
SC;42.0;507.0;Águas de Chapecó;6128.0;4200507.0;4200507;139.511;43.9
PR;41.0;12751.0;Jesuítas;10860.0;4112751.0;4112751;247.496;43.9
CE;23.0;8104.0;Mauriti;47406.0;2308104.0;2308104;1079.011;43.9
PR;41.0;28401.0;Uraí;10407.0;4128401.0;4128401;237.81;43.8
PR;41.0;18451.0;Pato Bragado;5939.0;4118451.0;4118451;135.6;43.8
CE;23.0;11306.0;Quixadá;88483.0;2311306.0;2311306;2020.586;43.8
MG;31.0;14105.0;Carmo de Minas;14114.0;3114105.0;3114105;322.285;43.8
PA;15.0;6104.0;Primavera;11332.0;1506104.0;1506104;258.6;43.8
PR;41.0;17206.0;Nova Olímpia;5960.0;4117206.0;4117206;136.347;43.7
MG;31.0;71154.0;Vermelho Novo;5034.0;3171154.0;3171154;115.242;43.7
SC;42.0;17253.0;São Pedro de Alcântara;6076.0;4217253.0;4217253;139.196;43.7
MG;31.0;64431.0;São Sebastião da Vargem Alegre;3219.0;3164431.0;3164431;73.629;43.7
SC;42.0;4806.0;Curitibanos;41512.0;4204806.0;4204806;949.865;43.7
RN;24.0;5603.0;Jardim de Piranhas;14416.0;2405603.0;2405603;330.53;43.6
PB;25.0;6251.0;Gado Bravo;8395.0;2506251.0;2506251;192.42;43.6
PE;26.0;15904.0;Tuparetama;8252.0;2615904.0;2615904;189.509;43.5
SC;42.0;17956.0;Tigrinhos;2480.0;4217956.0;4217956;56.962;43.5
MG;31.0;48756.0;Pedra Bonita;7559.0;3148756.0;3148756;173.928;43.5
PR;41.0;9757.0;Ibema;6327.0;4109757.0;4109757;145.446;43.5
PB;25.0;12077.0;Poço de José de Moura;4120.0;2512077.0;2512077;94.646;43.5
PB;25.0;7408.0;Jericó;7721.0;2507408.0;2507408;177.356;43.5
PR;41.0;23105.0;Santa Amélia;3386.0;4123105.0;4123105;78.045;43.4
CE;23.0;9300.0;Nova Russas;32014.0;2309300.0;2309300;736.911;43.4
PA;15.0;5536.0;Parauapebas;298854.0;1505536.0;1505536;6885.794;43.4
BA;29.0;32705.0;Uruçuca;22130.0;2932705.0;2932705;510.098;43.4
MG;31.0;42205.0;Miraí;13922.0;3142205.0;3142205;320.695;43.4
ES;32.0;3809.0;Muqui;14213.0;3203809.0;3203809;327.268;43.4
SP;35.0;13702.0;Descalvado;32622.0;3513702.0;3513702;753.706;43.3
PA;15.0;909.0;Augusto Corrêa;47596.0;1500909.0;1500909;1099.619;43.3
SP;35.0;56008.0;Urupês;14038.0;3556008.0;3556008;323.916;43.3
CE;23.0;3204.0;Caririaçu;27482.0;2303204.0;2303204;634.179;43.3
ES;32.0;2009.0;Dores do Rio Preto;6885.0;3202009.0;3202009;159.298;43.2
MG;31.0;26000.0;Florestal;8386.0;3126000.0;3126000;194.242;43.2
SP;35.0;4701.0;Balbinos;3963.0;3504701.0;3504701;91.635;43.2
MG;31.0;45109.0;Nova Resende;16854.0;3145109.0;3145109;390.152;43.2
GO;52.0;17609.0;Planaltina;110619.0;5217609.0;5217609;2558.924;43.2
RN;24.0;8904.0;Parelhas;22179.0;2408904.0;2408904;513.507;43.2
SP;35.0;11409.0;Cerqueira César;22076.0;3511409.0;3511409;511.621;43.1
BA;29.0;6204.0;Canarana;24989.0;2906204.0;2906204;579.726;43.1
SC;42.0;15307.0;Salete;7643.0;4215307.0;4215307;177.887;43.0
PB;25.0;7200.0;Itatuba;10816.0;2507200.0;2507200;251.749;43.0
MG;31.0;12307.0;Capelinha;41536.0;3112307.0;3112307;965.292;43.0
BA;29.0;30600.0;Serrolândia;13831.0;2930600.0;2930600;322.022;43.0
SP;35.0;45605.0;Santa Adélia;14203.0;3545605.0;3545605;330.269;43.0
SE;28.0;6305.0;Santa Luzia do Itanhy;13965.0;2806305.0;2806305;325.258;42.9
SC;42.0;15406.0;Salto Veloso;4486.0;4215406.0;4215406;104.531;42.9
RO;11.0;288.0;Rolim de Moura;62559.0;1100288.0;1100288;1457.811;42.9
SP;35.0;55802.0;Urânia;8973.0;3555802.0;3555802;209.262;42.9
SP;35.0;46405.0;Santa Cruz do Rio Pardo;47677.0;3546405.0;3546405;1114.747;42.8
MG;31.0;65578.0;Senador Amaral;6458.0;3165578.0;3165578;151.097;42.7
TO;17.0;16109.0;Paraíso do Tocantins;55164.0;1716109.0;1716109;1292.267;42.7
SP;35.0;35408.0;Panorama;15214.0;3535408.0;3535408;356.05;42.7
TO;17.0;5508.0;Colinas do Tocantins;35957.0;1705508.0;1705508;842.488;42.7
BA;29.0;29354.0;São José da Vitória;5451.0;2929354.0;2929354;127.925;42.6
RS;43.0;17905.0;Santo Cristo;15656.0;4317905.0;4317905;367.202;42.6
PR;41.0;12801.0;Joaquim Távora;12280.0;4112801.0;4112801;289.173;42.5
SP;35.0;36802.0;Pedra Bela;6718.0;3536802.0;3536802;158.587;42.4
AL;27.0;6422.0;Pariconha;10803.0;2706422.0;2706422;254.719;42.4
RN;24.0;14753.0;Venha-Ver;3035.0;2414753.0;2414753;71.621;42.4
PE;26.0;10103.0;Palmeirina;7154.0;2610103.0;2610103;168.796;42.4
MG;31.0;2852.0;Angelândia;7860.0;3102852.0;3102852;185.211;42.4
RJ;33.0;4755.0;São Francisco de Itabapoana;47368.0;3304755.0;3304755;1118.037;42.4
SP;35.0;33502.0;Novo Horizonte;39435.0;3533502.0;3533502;931.743;42.3
PR;41.0;15408.0;Marmeleiro;16386.0;4115408.0;4115408;387.612;42.3
RS;43.0;17608.0;Santo Antônio da Patrulha;44393.0;4317608.0;4317608;1049.583;42.3
SP;35.0;17604.0;Guapiara;17256.0;3517604.0;3517604;408.292;42.3
RS;43.0;1958.0;Barra Funda;2555.0;4301958.0;4301958;60.437;42.3
PR;41.0;19806.0;Planalto;14663.0;4119806.0;4119806;346.241;42.3
PI;22.0;1408.0;Barro Duro;6744.0;2201408.0;2201408;159.436;42.3
MG;31.0;63805.0;São Miguel do Anta;6430.0;3163805.0;3163805;152.111;42.3
GO;52.0;20108.0;São Luís de Montes Belos;35031.0;5220108.0;5220108;829.62;42.2
TO;17.0;3800.0;Buriti do Tocantins;10654.0;1703800.0;1703800;252.73;42.2
MG;31.0;11309.0;Campo do Meio;11624.0;3111309.0;3111309;275.426;42.2
PR;41.0;23402.0;Santa Fé;11669.0;4123402.0;4123402;276.241;42.2
PR;41.0;24020.0;Santa Tereza do Oeste;13749.0;4124020.0;4124020;326.19;42.2
SP;35.0;39905.0;Poloni;5696.0;3539905.0;3539905;135.12;42.2
RS;43.0;12609.0;Muçum;4694.0;4312609.0;4312609;111.247;42.2
SP;35.0;20806.0;Inúbia Paulista;3671.0;3520806.0;3520806;87.119;42.1
MG;31.0;14709.0;Carvalhópolis;3417.0;3114709.0;3114709;81.101;42.1
PR;41.0;21208.0;Quitandinha;18823.0;4121208.0;4121208;447.024;42.1
MA;21.0;5401.0;Itapecuru Mirim;62269.0;2105401.0;2105401;1480.641;42.1
SP;35.0;55604.0;Uchoa;10627.0;3555604.0;3555604;252.434;42.1
MG;31.0;1805.0;Alpercata;7029.0;3101805.0;3101805;166.972;42.1
SP;35.0;35507.0;Paraguaçu Paulista;42087.0;3535507.0;3535507;1001.492;42.0
RS;43.0;10504.0;Iraí;7624.0;4310504.0;4310504;181.579;42.0
PE;26.0;13602.0;São José do Egito;32491.0;2613602.0;2613602;774.037;42.0
SP;35.0;11904.0;Clementina;7087.0;3511904.0;3511904;168.59;42.0
BA;29.0;19157.0;Lapão;26998.0;2919157.0;2919157;642.882;42.0
BA;29.0;22656.0;Nordestina;19500.0;2922656.0;2922656;465.407;41.9
MA;21.0;8306.0;Penalva;33534.0;2108306.0;2108306;800.916;41.9
AL;27.0;102.0;Água Branca;19550.0;2700102.0;2700102;468.229;41.8
MG;31.0;51503.0;Piumhi;37742.0;3151503.0;3151503;902.468;41.8
MG;31.0;67608.0;Simonésia;20339.0;3167608.0;3167608;486.543;41.8
PR;41.0;17222.0;Nova Santa Rosa;8535.0;4117222.0;4117222;204.665;41.7
PR;41.0;26272.0;Saudade do Iguaçu;6342.0;4126272.0;4126272;152.084;41.7
BA;29.0;11857.0;Heliópolis;13074.0;2911857.0;2911857;313.438;41.7
SP;35.0;37909.0;Pilar do Sul;28417.0;3537909.0;3537909;681.248;41.7
MS;50.0;5681.0;Mundo Novo;19937.0;5005681.0;5005681;478.38;41.7
SP;35.0;10104.0;Cândido Rodrigues;2951.0;3510104.0;3510104;70.892;41.6
MG;31.0;40555.0;Mata Verde;9458.0;3140555.0;3140555;227.539;41.6
SP;35.0;56602.0;Vera Cruz;10294.0;3556602.0;3556602;247.716;41.6
ES;32.0;4807.0;São José do Calçado;11373.0;3204807.0;3204807;273.489;41.6
BA;29.0;16401.0;Itapetinga;68735.0;2916401.0;2916401;1651.158;41.6
RS;43.0;21329.0;Taquaruçu do Sul;3190.0;4321329.0;4321329;76.917;41.5
CE;23.0;1208.0;Aracoiaba;26696.0;2301208.0;2301208;643.988;41.5
SP;35.0;50803.0;São Sebastião da Grama;10484.0;3550803.0;3550803;252.41;41.5
PB;25.0;6400.0;Gurinhém;14133.0;2506400.0;2506400;340.408;41.5
MG;31.0;55405.0;Rio Novo;8689.0;3155405.0;3155405;209.31;41.5
SC;42.0;13104.0;Piratuba;6053.0;4213104.0;4213104;146.088;41.4
GO;52.0;20405.0;São Simão;17194.0;5220405.0;5220405;415.015;41.4
AL;27.0;3304.0;Inhapi;15417.0;2703304.0;2703304;372.019;41.4
MA;21.0;4008.0;Esperantinópolis;18725.0;2104008.0;2104008;452.411;41.4
PI;22.0;5573.0;Lagoa de São Francisco;6449.0;2205573.0;2205573;155.86;41.4
SP;35.0;17208.0;Guaiçara;11459.0;3517208.0;3517208;277.154;41.3
SP;35.0;40853.0;Pracinha;2599.0;3540853.0;3540853;63.054;41.2
BA;29.0;5404.0;Cairu;18486.0;2905404.0;2905404;448.846;41.2
MG;31.0;49002.0;Pedra Dourada;2883.0;3149002.0;3149002;69.99;41.2
MG;31.0;43807.0;Munhoz;7857.0;3143807.0;3143807;191.564;41.0
ES;32.0;3304.0;Mantenópolis;13173.0;3203304.0;3203304;321.418;41.0
MG;31.0;34202.0;Ituiutaba;106397.0;3134202.0;3134202;2598.046;41.0
RN;24.0;4903.0;Itaú;5452.0;2404903.0;2404903;133.031;41.0
MA;21.0;8702.0;Pio XII;22369.0;2108702.0;2108702;545.14;41.0
RS;43.0;20206.0;Seberi;12313.0;4320206.0;4320206;300.827;40.9
CE;23.0;2305.0;Bela Cruz;34441.0;2302305.0;2302305;842.106;40.9
BA;29.0;31202.0;Taperoá;18571.0;2931202.0;2931202;454.081;40.9
MG;31.0;29202.0;Heliodora;6274.0;3129202.0;3129202;153.95;40.8
PE;26.0;2803.0;Buíque;54425.0;2602803.0;2602803;1336.544;40.7
SC;42.0;14201.0;Quilombo;11359.0;4214201.0;4214201;278.983;40.7
PR;41.0;10102.0;Imbituva;30757.0;4110102.0;4110102;756.535;40.7
RS;43.0;5587.0;Colinas;2474.0;4305587.0;4305587;60.732;40.7
SP;35.0;52700.0;Tabatinga;14994.0;3552700.0;3552700;368.604;40.7
PI;22.0;11100.0;União;47707.0;2211100.0;2211100;1170.742;40.7
ES;32.0;201.0;Alegre;30744.0;3200201.0;3200201;756.86;40.6
SC;42.0;10100.0;Mafra;57023.0;4210100.0;4210100;1404.084;40.6
MA;21.0;5948.0;Lago dos Rodrigues;8961.0;2105948.0;2105948;220.776;40.6
SP;35.0;22703.0;Itápolis;40464.0;3522703.0;3522703;996.747;40.6
MA;21.0;7605.0;Palmeirândia;21606.0;2107605.0;2107605;532.161;40.6
PR;41.0;13809.0;Lupionópolis;4911.0;4113809.0;4113809;121.066;40.6
MG;31.0;1904.0;Alpinópolis;18672.0;3101904.0;3101904;460.685;40.5
BA;29.0;28307.0;Santanópolis;9023.0;2928307.0;2928307;222.686;40.5
SP;35.0;40507.0;Porangaba;10773.0;3540507.0;3540507;265.689;40.5
BA;29.0;24108.0;Pedrão;6415.0;2924108.0;2924108;158.488;40.5
PR;41.0;20853.0;Quatro Pontes;4636.0;4120853.0;4120853;114.393;40.5
RS;43.0;8003.0;Faxinal do Soturno;6846.0;4308003.0;4308003;169.514;40.4
PA;15.0;2756.0;Concórdia do Pará;28287.0;1502756.0;1502756;700.59;40.4
BA;29.0;14901.0;Itacaré;29337.0;2914901.0;2914901;726.265;40.4
PB;25.0;15401.0;São Vicente do Seridó;10620.0;2515401.0;2515401;262.751;40.4
SC;42.0;5001.0;Dionísio Cerqueira;15294.0;4205001.0;4205001;378.843;40.4
BA;29.0;33109.0;Várzea do Poço;8344.0;2933109.0;2933109;206.478;40.4
RS;43.0;4697.0;Capitão;2991.0;4304697.0;4304697;73.967;40.4
PB;25.0;4801.0;Coremas;15005.0;2504801.0;2504801;372.012;40.3
MG;31.0;9709.0;Cachoeira de Minas;12248.0;3109709.0;3109709;304.243;40.3
AL;27.0;4401.0;Major Isidoro;17834.0;2704401.0;2704401;442.744;40.3
BA;29.0;23050.0;Novo Triunfo;11197.0;2923050.0;2923050;278.487;40.2
MG;31.0;55702.0;Rio Piracicaba;15001.0;3155702.0;3155702;373.037;40.2
PB;25.0;12036.0;Poço Dantas;3932.0;2512036.0;2512036;97.758;40.2
RJ;33.0;3104.0;Natividade;15550.0;3303104.0;3303104;387.073;40.2
SP;35.0;37503.0;Pereiras;8969.0;3537503.0;3537503;223.136;40.2
RS;43.0;570.0;Alto Feliz;3143.0;4300570.0;4300570;78.175;40.2
SP;35.0;709.0;Agudos;38879.0;3500709.0;3500709;966.708;40.2
MG;31.0;58805.0;Santana do Jacaré;4265.0;3158805.0;3158805;106.169;40.2
SP;35.0;20442.0;Ilha Solteira;26240.0;3520442.0;3520442;652.641;40.2
RN;24.0;14001.0;Tangará;13602.0;2414001.0;2414001;339.484;40.1
PB;25.0;4108.0;Carrapateira;2367.0;2504108.0;2504108;59.07;40.1
CE;23.0;1802.0;Baixio;5832.0;2301802.0;2301802;145.556;40.1
SP;35.0;20608.0;Indiana;5191.0;3520608.0;3520608;129.367;40.1
PR;41.0;11704.0;Jaboti;5576.0;4111704.0;4111704;139.277;40.0
GO;52.0;9200.0;Guapó;20588.0;5209200.0;5209200;514.178;40.0
SP;35.0;35705.0;Paraíso;6211.0;3535705.0;3535705;155.186;40.0
MG;31.0;64407.0;São Sebastião da Bela Vista;6694.0;3164407.0;3164407;167.428;40.0
MG;31.0;39607.0;Mantena;27358.0;3139607.0;3139607;685.208;39.9
SP;35.0;14304.0;Dourado;8186.0;3514304.0;3514304;205.874;39.8
PR;41.0;2307.0;Balsa Nova;13871.0;4102307.0;4102307;348.926;39.8
MG;31.0;12208.0;Capela Nova;4416.0;3112208.0;3112208;111.073;39.8
SE;28.0;7501.0;Tomar do Geru;12145.0;2807501.0;2807501;304.837;39.8
RJ;33.0;4805.0;São Fidélis;41197.0;3304805.0;3304805;1034.833;39.8
MG;31.0;52907.0;Pratápolis;8551.0;3152907.0;3152907;215.516;39.7
SC;42.0;13609.0;Porto União;33727.0;4213609.0;4213609;848.779;39.7
ES;32.0;3353.0;Marilândia;13014.0;3203353.0;3203353;327.642;39.7
SP;35.0;758.0;Alambari;6330.0;3500758.0;3500758;159.6;39.7
BA;29.0;24603.0;Pindobaçu;19625.0;2924603.0;2924603;495.845;39.6
SE;28.0;6909.0;São Francisco;3323.0;2806909.0;2806909;83.985;39.6
PB;25.0;106.0;Água Branca;9578.0;2500106.0;2500106;241.662;39.6
PI;22.0;9971.0;São João do Arraial;8443.0;2209971.0;2209971;213.377;39.6
MG;31.0;47402.0;Paraopeba;24800.0;3147402.0;3147402;625.623;39.6
SP;35.0;15400.0;Fartura;16984.0;3515400.0;3515400;429.171;39.6
MG;31.0;62575.0;São João do Manteninha;5468.0;3162575.0;3162575;137.928;39.6
GO;52.0;852.0;Americano do Brasil;5281.0;5200852.0;5200852;133.834;39.5
BA;29.0;17508.0;Jacobina;86649.0;2917508.0;2917508;2192.905;39.5
SP;35.0;7308.0;Boracéia;4823.0;3507308.0;3507308;122.11;39.5
MG;31.0;42601.0;Monsenhor Paulo;8550.0;3142601.0;3142601;216.54;39.5
MG;31.0;8909.0;Brazópolis;14506.0;3108909.0;3108909;367.688;39.5
MG;31.0;2001.0;Alterosa;14253.0;3102001.0;3102001;362.01;39.4
MG;31.0;12109.0;Caparaó;5144.0;3112109.0;3112109;130.694;39.4
SC;42.0;16255.0;São João do Oeste;6446.0;4216255.0;4216255;163.747;39.4
MG;31.0;32602.0;Itamarati de Minas;3730.0;3132602.0;3132602;94.568;39.4
RN;24.0;13102.0;Senador Elói de Souza;6007.0;2413102.0;2413102;152.376;39.4
BA;29.0;7806.0;Cícero Dantas;32268.0;2907806.0;2907806;819.969;39.4
SP;35.0;14106.0;Dois Córregos;24855.0;3514106.0;3514106;632.972;39.3
MG;31.0;58300.0;Santana da Vargem;6781.0;3158300.0;3158300;172.444;39.3
RS;43.0;1404.0;Arvorezinha;10545.0;4301404.0;4301404;269.31;39.2
RN;24.0;13557.0;Serrinha dos Pintos;4802.0;2413557.0;2413557;122.375;39.2
PA;15.0;6112.0;Quatipuru;11870.0;1506112.0;1506112;302.939;39.2
MG;31.0;401.0;Acaiaca;3997.0;3100401.0;3100401;101.886;39.2
PR;41.0;20002.0;Porecatu;11438.0;4120002.0;4120002;291.663;39.2
BA;29.0;1700.0;Antônio Cardoso;11501.0;2901700.0;2901700;293.53;39.2
RS;43.0;11429.0;Lajeado do Bugre;2660.0;4311429.0;4311429;67.947;39.1
PE;26.0;12208.0;Salgueiro;65635.0;2612208.0;2612208;1678.564;39.1
PR;41.0;28005.0;Ubiratã;25517.0;4128005.0;4128005;652.581;39.1
PR;41.0;7538.0;Entre Rios do Oeste;4729.0;4107538.0;4107538;120.967;39.1
PE;26.0;14402.0;Solidão;5403.0;2614402.0;2614402;138.398;39.0
RS;43.0;1206.0;Arroio do Tigre;12296.0;4301206.0;4301206;315.132;39.0
SC;42.0;4509.0;Corupá;15781.0;4204509.0;4204509;405.761;38.9
PR;41.0;2000.0;Assis Chateaubriand;38105.0;4102000.0;4102000;980.727;38.9
BA;29.0;5602.0;Camacan;22756.0;2905602.0;2905602;584.848;38.9
MA;21.0;5153.0;Igarapé do Meio;14350.0;2105153.0;2105153;368.685;38.9
PR;41.0;4709.0;Carlópolis;17567.0;4104709.0;4104709;451.418;38.9
MG;31.0;3900.0;Araújos;9556.0;3103900.0;3103900;245.522;38.9
PB;25.0;7804.0;Junco do Seridó;7002.0;2507804.0;2507804;180.425;38.8
