UF;CD_UF;CD_MUNICIPIO;MUN;POP_EST;CD_MUN_IBGE;CD_MUN;AREA_MUN;DENS_POP
GO;52.0;16304.0;Paranaiguara;7470.0;5216304.0;5216304;1153.415;6.5
TO;17.0;1051.0;Angico;2918.0;1701051.0;1701051;447.549;6.5
PI;22.0;6951.0;Novo Santo Antônio;2886.0;2206951.0;2206951;443.872;6.5
MG;31.0;21209.0;Delfinópolis;8760.0;3121209.0;3121209;1378.423;6.4
GO;52.0;12808.0;Mara Rosa;10815.0;5212808.0;5212808;1695.463;6.4
MS;50.0;8008.0;Terenos;18139.0;5008008.0;5008008;2845.723;6.4
SC;42.0;10704.0;Matos Costa;2795.0;4210704.0;4210704;435.391;6.4
MT;51.0;6752.0;Pontes e Lacerda;54795.0;5106752.0;5106752;8545.292;6.4
BA;29.0;23209.0;Oliveira dos Brejinhos;21334.0;2923209.0;2923209;3313.418;6.4
BA;29.0;18902.0;Lajedão;3986.0;2918902.0;2918902;624.353;6.4
GO;52.0;5471.0;Chapadão do Céu;13897.0;5205471.0;5205471;2184.076;6.4
MG;31.0;30655.0;Indaiabira;6379.0;3130655.0;3130655;1004.149;6.4
AC;12.0;179.0;Capixaba;10922.0;1200179.0;1200179;1705.824;6.4
RS;43.0;5975.0;Coxilha;2719.0;4305975.0;4305975;422.101;6.4
MT;51.0;6224.0;Nova Mutum;61223.0;5106224.0;5106224;9536.814;6.4
MA;21.0;5427.0;Itinga do Maranhão;22934.0;2105427.0;2105427;3583.423;6.4
RS;43.0;7831.0;Eugênio de Castro;2685.0;4307831.0;4307831;418.069;6.4
PI;22.0;2109.0;Campinas do Piauí;4988.0;2202109.0;2202109;783.842;6.4
PI;22.0;9906.0;São João da Serra;6233.0;2209906.0;2209906;994.224;6.3
RO;11.0;1401.0;Monte Negro;12241.0;1101401.0;1101401;1931.378;6.3
RN;24.0;4101.0;Galinhos;2160.0;2404101.0;2404101;340.769;6.3
GO;52.0;20058.0;São João da Paraúna;1807.0;5220058.0;5220058;286.979;6.3
MG;31.0;60603.0;Santo Hipólito;2720.0;3160603.0;3160603;430.656;6.3
RO;11.0;189.0;Pimenta Bueno;39053.0;1100189.0;1100189;6241.016;6.3
MS;50.0;7950.0;Tacuru;11159.0;5007950.0;5007950;1784.207;6.3
MG;31.0;52131.0;Ponto Chique;3807.0;3152131.0;3152131;602.799;6.3
MA;21.0;7001.0;Montes Altos;9309.0;2107001.0;2107001;1488.513;6.3
MG;31.0;43450.0;Montezuma;6979.0;3143450.0;3143450;1130.419;6.2
PI;22.0;3008.0;Cristalândia do Piauí;7454.0;2203008.0;2203008;1202.896;6.2
GO;52.0;4300.0;Caçu;14006.0;5204300.0;5204300;2254.34;6.2
RS;43.0;12500.0;Mostardas;12346.0;4312500.0;4312500;1977.442;6.2
RS;43.0;3673.0;Campestre da Serra;3311.0;4303673.0;4303673;538.487;6.1
MG;31.0;52808.0;Prata;29578.0;3152808.0;3152808;4847.544;6.1
RS;43.0;17707.0;Santo Antônio das Missões;10493.0;4317707.0;4317707;1710.869;6.1
RS;43.0;17301.0;Santa Vitória do Palmar;31961.0;4317301.0;4317301;5206.977;6.1
MG;31.0;20300.0;Cristália;5165.0;3120300.0;3120300;840.702;6.1
MA;21.0;11573.0;São Pedro dos Crentes;5965.0;2111573.0;2111573;979.915;6.1
RS;43.0;10876.0;Jacuizinho;2070.0;4310876.0;4310876;339.399;6.1
MG;31.0;8552.0;Brasilândia de Minas;15432.0;3108552.0;3108552;2509.694;6.1
RO;11.0;56.0;Cerejeiras;16975.0;1100056.0;1100056;2783.3;6.1
TO;17.0;20903.0;Taguatinga;14247.0;1720903.0;1720903;2341.919;6.1
BA;29.0;21708.0;Morro do Chapéu;35224.0;2921708.0;2921708;5744.969;6.1
PI;22.0;2075.0;Cajazeiras do Piauí;3146.0;2202075.0;2202075;514.106;6.1
PI;22.0;2802.0;Conceição do Canindé;5063.0;2202802.0;2202802;824.729;6.1
BA;29.0;9901.0;Curaçá;36021.0;2909901.0;2909901;5950.614;6.1
GO;52.0;9804.0;Hidrolina;3514.0;5209804.0;5209804;583.756;6.0
MT;51.0;5002.0;Jauru;8076.0;5105002.0;5105002;1345.411;6.0
GO;52.0;8152.0;Gameleira de Goiás;3542.0;5208152.0;5208152;588.328;6.0
MS;50.0;2001.0;Batayporã;10953.0;5002001.0;5002001;1826.578;6.0
MG;31.0;27073.0;Fruta de Leite;4607.0;3127073.0;3127073;762.837;6.0
MG;31.0;23502.0;Douradoquara;1869.0;3123502.0;3123502;312.878;6.0
GO;52.0;10109.0;Ipameri;26163.0;5210109.0;5210109;4382.863;6.0
MA;21.0;11953.0;Sucupira do Riachão;5088.0;2111953.0;2111953;862.226;5.9
AM;13.0;300.0;Autazes;45328.0;1300300.0;1300300;7652.852;5.9
TO;17.0;8254.0;Tabocão;3676.0;1708254.0;1708254;624.463;5.9
RS;43.0;11155.0;Jóia;7305.0;4311155.0;4311155;1238.918;5.9
RS;43.0;19158.0;São Miguel das Missões;7196.0;4319158.0;4319158;1228.447;5.9
MG;31.0;13503.0;Carbonita;8633.0;3113503.0;3113503;1456.095;5.9
SP;35.0;32868.0;Nova Castilho;1074.0;3532868.0;3532868;183.396;5.9
MG;31.0;50570.0;Pintópolis;7231.0;3150570.0;3150570;1228.736;5.9
RS;43.0;12377.0;Monte Alegre dos Campos;3250.0;4312377.0;4312377;549.455;5.9
MG;31.0;13701.0;Carlos Chagas;18852.0;3113701.0;3113701;3202.984;5.9
RS;43.0;15313.0;Quatro Irmãos;1579.0;4315313.0;4315313;268.971;5.9
MG;31.0;43609.0;Morro da Garça;2438.0;3143609.0;3143609;414.772;5.9
MG;31.0;53004.0;Pratinha;3673.0;3153004.0;3153004;622.478;5.9
MT;51.0;102.0;Acorizal;4990.0;5100102.0;5100102;850.763;5.9
MS;50.0;2902.0;Cassilândia;21549.0;5002902.0;5002902;3658.252;5.9
PI;22.0;10979.0;Tanque do Piauí;2330.0;2210979.0;2210979;398.007;5.9
GO;52.0;21809.0;Urutaí;3667.0;5221809.0;5221809;623.821;5.9
MA;21.0;7357.0;Nova Olinda do Maranhão;14468.0;2107357.0;2107357;2452.615;5.9
GO;52.0;2601.0;Aurilândia;3266.0;5202601.0;5202601;565.514;5.8
PA;15.0;5502.0;Paragominas;112843.0;1505502.0;1505502;19342.565;5.8
PI;22.0;3107.0;Cristino Castro;10772.0;2203107.0;2203107;1845.698;5.8
TO;17.0;15507.0;Oliveira de Fátima;1211.0;1715507.0;1715507;209.292;5.8
TO;17.0;18006.0;Porto Alegre do Tocantins;2953.0;1718006.0;1718006;506.717;5.8
BA;29.0;3805.0;Boa Vista do Tupim;17307.0;2903805.0;2903805;2972.109;5.8
PA;15.0;3457.0;Ipixuna do Pará;30158.0;1503457.0;1503457;5215.555;5.8
GO;52.0;17203.0;Piranhas;11913.0;5217203.0;5217203;2045.088;5.8
AM;13.0;508.0;Barreirinha;33436.0;1300508.0;1300508;5751.765;5.8
MG;31.0;9204.0;Buenópolis;9229.0;3109204.0;3109204;1599.881;5.8
MG;31.0;53707.0;Quartel Geral;3237.0;3153707.0;3153707;556.436;5.8
GO;52.0;18102.0;Portelândia;3234.0;5218102.0;5218102;553.411;5.8
CE;23.0;408.0;Aiuaba;14220.0;2300408.0;2300408;2438.563;5.8
MG;31.0;14600.0;Carrancas;4153.0;3114600.0;3114600;727.894;5.7
MS;50.0;6259.0;Novo Horizonte do Sul;4811.0;5006259.0;5006259;849.19;5.7
MT;51.0;7297.0;São José do Povo;2780.0;5107297.0;5107297;489.737;5.7
MS;50.0;6002.0;Nova Alvorada do Sul;23054.0;5006002.0;5006002;4025.012;5.7
PI;22.0;5599.0;Lagoa do Sítio;4575.0;2205599.0;2205599;805.018;5.7
PI;22.0;5516.0;Juazeiro do Piauí;5311.0;2205516.0;2205516;935.404;5.7
TO;17.0;3826.0;Cachoeirinha;1991.0;1703826.0;1703826;351.535;5.7
MG;31.0;32800.0;Itambé do Mato Dentro;2175.0;3132800.0;3132800;380.34;5.7
GO;52.0;16007.0;Panamá;2449.0;5216007.0;5216007;432.204;5.7
SP;35.0;27900.0;Lutécia;2699.0;3527900.0;3527900;475.226;5.7
GO;52.0;12006.0;Jaupaci;2946.0;5212006.0;5212006;528.783;5.6
MG;31.0;58508.0;Santana de Pirapama;7079.0;3158508.0;3158508;1255.832;5.6
GO;52.0;12600.0;Mairipotaba;2618.0;5212600.0;5212600;468.029;5.6
MA;21.0;11805.0;Sítio Novo;17457.0;2111805.0;2111805;3114.683;5.6
MG;31.0;36959.0;Juvenília;5929.0;3136959.0;3136959;1064.692;5.6
PB;25.0;14404.0;São José de Espinharas;4099.0;2514404.0;2514404;726.757;5.6
MG;31.0;70479.0;Uruana de Minas;3360.0;3170479.0;3170479;598.221;5.6
TO;17.0;18451.0;Pugmil;2231.0;1718451.0;1718451;401.174;5.6
GO;52.0;8103.0;Formoso;4681.0;5208103.0;5208103;843.42;5.6
GO;52.0;15207.0;Novo Brasil;3568.0;5215207.0;5215207;649.349;5.5
BA;29.0;12608.0;Ibiquera;3837.0;2912608.0;2912608;698.245;5.5
MG;31.0;37304.0;Lagoa dos Patos;3285.0;3137304.0;3137304;600.547;5.5
MG;31.0;53400.0;Presidente Olegário;19177.0;3153400.0;3153400;3503.848;5.5
RS;43.0;3608.0;Cambará do Sul;6492.0;4303608.0;4303608;1181.811;5.5
PI;22.0;10904.0;Socorro do Piauí;4184.0;2210904.0;2210904;761.854;5.5
PI;22.0;1903.0;Bom Jesus;30321.0;2201903.0;2201903;5471.024;5.5
GO;52.0;21551.0;Turvelândia;5130.0;5221551.0;5221551;935.659;5.5
MG;31.0;20151.0;Crisólita;5296.0;3120151.0;3120151;966.202;5.5
SC;42.0;3154.0;Calmon;3513.0;4203154.0;4203154;636.208;5.5
GO;52.0;5703.0;Córrego do Ouro;2456.0;5205703.0;5205703;458.077;5.4
TO;17.0;7009.0;Dianópolis;18031.0;1707009.0;1707009;3318.094;5.4
MG;31.0;70602.0;Vargem Bonita;2206.0;3170602.0;3170602;409.888;5.4
TO;17.0;19004.0;Santa Tereza do Tocantins;2889.0;1719004.0;1719004;539.511;5.4
TO;17.0;20101.0;São Bento do Tocantins;5936.0;1720101.0;1720101;1099.58;5.4
GO;52.0;8301.0;Divinópolis de Goiás;4440.0;5208301.0;5208301;828.874;5.4
MA;21.0;11607.0;São Raimundo das Mangabeiras;19129.0;2111607.0;2111607;3524.501;5.4
RO;11.0;1476.0;Primavera de Rondônia;3279.0;1101476.0;1101476;605.692;5.4
MT;51.0;3452.0;Denise;6815.0;5103452.0;5103452;1273.178;5.4
PB;25.0;14107.0;São João do Tigre;4363.0;2514107.0;2514107;812.617;5.4
PA;15.0;1758.0;Brejo Grande do Araguaia;6985.0;1501758.0;1501758;1288.477;5.4
PA;15.0;3044.0;Floresta do Araguaia;18565.0;1503044.0;1503044;3444.285;5.4
BA;29.0;9109.0;Coribe;14464.0;2909109.0;2909109;2662.819;5.4
MA;21.0;10906.0;São Francisco do Maranhão;12353.0;2110906.0;2110906;2284.217;5.4
PA;15.0;8357.0;Vitória do Xingu;16414.0;1508357.0;1508357;3089.537;5.3
PI;22.0;9658.0;São Francisco de Assis do Piauí;5703.0;2209658.0;2209658;1072.311;5.3
AM;13.0;1100.0;Careiro;32442.0;1301100.0;1301100;6096.212;5.3
PA;15.0;6195.0;Rurópolis;37360.0;1506195.0;1506195;7021.321;5.3
GO;52.0;9150.0;Gouvelândia;4356.0;5209150.0;5209150;827.373;5.3
MT;51.0;2637.0;Campo Novo do Parecis;50033.0;5102637.0;5102637;9428.586;5.3
TO;17.0;2158.0;Araguanã;4338.0;1702158.0;1702158;834.834;5.2
RS;43.0;14464.0;Pinhal da Serra;2299.0;4314464.0;4314464;438.11;5.2
MG;31.0;7000.0;Biquinhas;2409.0;3107000.0;3107000;458.948;5.2
GO;52.0;6602.0;Cumari;2955.0;5206602.0;5206602;568.365;5.2
MA;21.0;2002.0;Bom Jardim;34035.0;2102002.0;2102002;6588.38;5.2
PI;22.0;10383.0;São Miguel da Baixa Grande;2304.0;2210383.0;2210383;444.528;5.2
MG;31.0;61304.0;São Francisco de Sales;5857.0;3161304.0;3161304;1128.864;5.2
MA;21.0;600.0;Amarante do Maranhão;38333.0;2100600.0;2100600;7439.615;5.2
MS;50.0;3306.0;Coxim;33390.0;5003306.0;5003306;6391.486;5.2
MA;21.0;4073.0;Feira Nova do Maranhão;8236.0;2104073.0;2104073;1625.822;5.1
RR;14.0;605.0;São Luiz;7777.0;1400605.0;1400605;1526.898;5.1
PI;22.0;6704.0;Nazaré do Piauí;6729.0;2206704.0;2206704;1315.841;5.1
PA;15.0;4752.0;Mojuí dos Campos;25312.0;1504752.0;1504752;4988.236;5.1
MT;51.0;5200.0;Juscimeira;11620.0;5105200.0;5105200;2291.307;5.1
MG;31.0;35605.0;Jequitaí;6460.0;3135605.0;3135605;1268.443;5.1
PI;22.0;6357.0;Milton Brandão;6678.0;2206357.0;2206357;1309.128;5.1
AC;12.0;427.0;Rodrigues Alves;15537.0;1200427.0;1200427;3076.342;5.1
BA;29.0;7400.0;Catolândia;3560.0;2907400.0;2907400;702.504;5.1
MA;21.0;6359.0;Marajá do Sena;7165.0;2106359.0;2106359;1402.593;5.1
RS;43.0;14506.0;Pinheiro Machado;11409.0;4314506.0;4314506;2249.176;5.1
BA;29.0;21906.0;Mucugê;12650.0;2921906.0;2921906;2462.153;5.1
GO;52.0;5901.0;Corumbaíba;9416.0;5205901.0;5205901;1864.277;5.1
PI;22.0;53.0;Acauã;6515.0;2200053.0;2200053;1280.838;5.1
AM;13.0;3106.0;Nova Olinda do Norte;28267.0;1303106.0;1303106;5578.132;5.1
MG;31.0;53202.0;Presidente Juscelino;3493.0;3153202.0;3153202;695.882;5.0
SC;42.0;408.0;Água Doce;6625.0;4200408.0;4200408;1319.137;5.0
RS;43.0;11759.0;Manoel Viana;6917.0;4311759.0;4311759;1390.696;5.0
PI;22.0;806.0;Antônio Almeida;3228.0;2200806.0;2200806;644.8;5.0
BA;29.0;4753.0;Buritirama;20212.0;2904753.0;2904753;4046.736;5.0
MG;31.0;11101.0;Campina Verde;18250.0;3111101.0;3111101;3650.749;5.0
MG;31.0;56502.0;Rubelita;5572.0;3156502.0;3156502;1110.295;5.0
SP;35.0;28700.0;Marabá Paulista;4627.0;3528700.0;3528700;919.519;5.0
BA;29.0;15403.0;Itaju do Colônia;6157.0;2915403.0;2915403;1225.287;5.0
BA;29.0;10776.0;Feira da Mata;5825.0;2910776.0;2910776;1176.111;5.0
GO;52.0;1454.0;Aparecida do Rio Doce;3012.0;5201454.0;5201454;603.254;5.0
RS;43.0;17004.0;Santana da Boa Vista;7140.0;4317004.0;4317004;1418.805;5.0
MG;31.0;62252.0;São João da Lagoa;4950.0;3162252.0;3162252;998.015;5.0
RS;43.0;14605.0;Piratini;17792.0;4314605.0;4314605;3538.3;5.0
PI;22.0;3206.0;Curimatá;11552.0;2203206.0;2203206;2344.949;4.9
MG;31.0;36405.0;Joaquim Felício;3891.0;3136405.0;3136405;790.935;4.9
GO;52.0;12204.0;Jussara;19901.0;5212204.0;5212204;4092.34;4.9
MT;51.0;1704.0;Barra do Bugres;29576.0;5101704.0;5101704;5976.864;4.9
MA;21.0;11052.0;São João do Paraíso;10105.0;2111052.0;2111052;2052.328;4.9
PI;22.0;5607.0;Landri Sales;5311.0;2205607.0;2205607;1088.583;4.9
MG;31.0;71030.0;Verdelândia;7770.0;3171030.0;3171030;1570.582;4.9
BA;29.0;27101.0;Rodelas;10801.0;2927101.0;2927101;2207.159;4.9
GO;52.0;14879.0;Nova Iguaçu de Goiás;3072.0;5214879.0;5214879;625.625;4.9
PI;22.0;3420.0;Domingos Mourão;4138.0;2203420.0;2203420;848.705;4.9
MA;21.0;4099.0;Formosa da Serra Negra;18133.0;2104099.0;2104099;3690.61;4.9
MT;51.0;6372.0;Pedra Preta;18722.0;5106372.0;5106372;3841.672;4.9
TO;17.0;2703.0;Aurora do Tocantins;3420.0;1702703.0;1702703;696.194;4.9
RS;43.0;2907.0;Cacequi;11324.0;4302907.0;4302907;2373.507;4.8
BA;29.0;4506.0;Brotas de Macaúbas;12169.0;2904506.0;2904506;2520.817;4.8
PI;22.0;3800.0;Flores do Piauí;4508.0;2203800.0;2203800;946.719;4.8
PA;15.0;305.0;Afuá;40246.0;1500305.0;1500305;8338.438;4.8
AP;16.0;808.0;Vitória do Jari;11922.0;1600808.0;1600808;2508.979;4.8
MS;50.0;5608.0;Miranda;26487.0;5005608.0;5005608;5471.436;4.8
RS;43.0;6379.0;Dilermando de Aguiar;2859.0;4306379.0;4306379;600.518;4.8
BA;29.0;28406.0;Santa Rita de Cássia;28826.0;2928406.0;2928406;6030.491;4.8
BA;29.0;30006.0;Sebastião Laranjeiras;9610.0;2930006.0;2930006;1984.511;4.8
TO;17.0;11803.0;Juarina;2305.0;1711803.0;1711803;483.452;4.8
MS;50.0;3488.0;Dois Irmãos do Buriti;11470.0;5003488.0;5003488;2431.609;4.7
RS;43.0;15321.0;Quevedos;2555.0;4315321.0;4315321;543.359;4.7
PA;15.0;7755.0;Sapucaia;6160.0;1507755.0;1507755;1298.19;4.7
PR;41.0;202.0;Adrianópolis;6327.0;4100202.0;4100202;1349.311;4.7
PI;22.0;1705.0;Bertolínia;5701.0;2201705.0;2201705;1216.116;4.7
MS;50.0;4304.0;Iguatemi;14017.0;5004304.0;5004304;2957.41;4.7
MG;31.0;9303.0;Buritis;24693.0;3109303.0;3109303;5225.186;4.7
AM;13.0;607.0;Benjamin Constant;40509.0;1300607.0;1300607;8705.441;4.7
MG;31.0;14550.0;Carneirinho;9630.0;3114550.0;3114550;2063.462;4.7
TO;17.0;3206.0;Bernardo Sayão;4316.0;1703206.0;1703206;924.045;4.7
BA;29.0;6824.0;Canudos;16662.0;2906824.0;2906824;3565.377;4.7
BA;29.0;2708.0;Barra;53528.0;2902708.0;2902708;11428.112;4.7
GO;52.0;7600.0;Fazenda Nova;5878.0;5207600.0;5207600;1279.107;4.6
BA;29.0;20452.0;Mansidão;14484.0;2920452.0;2920452;3129.588;4.6
MG;31.0;40852.0;Matias Cardoso;8975.0;3140852.0;3140852;1940.598;4.6
BA;29.0;8804.0;Contendas do Sincorá;4490.0;2908804.0;2908804;977.455;4.6
RO;11.0;346.0;Alvorada D'Oeste;13837.0;1100346.0;1100346;3029.189;4.6
MG;31.0;22470.0;Dom Bosco;3767.0;3122470.0;3122470;817.383;4.6
MG;31.0;17836.0;Cônego Marinho;7420.0;3117836.0;3117836;1610.47;4.6
PI;22.0;7959.0;Nova Santa Rita;4147.0;2207959.0;2207959;909.734;4.6
RS;43.0;2238.0;Boa Vista do Incra;2315.0;4302238.0;4302238;504.114;4.6
MT;51.0;6257.0;Nova Xavantina;25486.0;5106257.0;5106257;5491.972;4.6
PA;15.0;6161.0;Rio Maria;19129.0;1506161.0;1506161;4114.627;4.6
BA;29.0;33455.0;Wanderley;13436.0;2933455.0;2933455;2920.579;4.6
TO;17.0;1309.0;Aragominas;5360.0;1701309.0;1701309;1168.213;4.6
MS;50.0;2209.0;Bonito;24761.0;5002209.0;5002209;5373.016;4.6
PI;22.0;9609.0;São Félix do Piauí;2885.0;2209609.0;2209609;627.033;4.6
PI;22.0;9302.0;Santa Luz;5425.0;2209302.0;2209302;1185.398;4.6
AC;12.0;138.0;Bujari;13766.0;1200138.0;1200138;3034.869;4.5
MG;31.0;43500.0;Morada Nova de Minas;9364.0;3143500.0;3143500;2084.275;4.5
MG;31.0;19807.0;Córrego Danta;2978.0;3119807.0;3119807;657.425;4.5
MG;31.0;37106.0;Lagamar;6672.0;3137106.0;3137106;1474.562;4.5
PI;22.0;2307.0;Canto do Buriti;19669.0;2202307.0;2202307;4325.643;4.5
PI;22.0;1051.0;Assunção do Piauí;7597.0;2201051.0;2201051;1690.703;4.5
MG;31.0;36306.0;João Pinheiro;48532.0;3136306.0;3136306;10727.097;4.5
MA;21.0;7308.0;Nova Iorque;4412.0;2107308.0;2107308;978.34;4.5
TO;17.0;18865.0;Santa Fé do Araguaia;7489.0;1718865.0;1718865;1671.239;4.5
PI;22.0;6605.0;Monte Alegre do Piauí;10910.0;2206605.0;2206605;2417.382;4.5
MS;50.0;2100.0;Bela Vista;21965.0;5002100.0;5002100;4899.44;4.5
MS;50.0;5152.0;Juti;7009.0;5005152.0;5005152;1569.176;4.5
PA;15.0;5551.0;Pau D'Arco;7296.0;1505551.0;1505551;1671.419;4.4
GO;52.0;19357.0;Santa Isabel;3556.0;5219357.0;5219357;812.756;4.4
PI;22.0;9500.0;Santo Inácio do Piauí;3719.0;2209500.0;2209500;852.106;4.4
GO;52.0;10307.0;Israelândia;2540.0;5210307.0;5210307;579.19;4.4
MT;51.0;8055.0;Terra Nova do Norte;10641.0;5108055.0;5108055;2399.736;4.4
GO;52.0;20009.0;São João d'Aliança;14757.0;5220009.0;5220009;3334.455;4.4
TO;17.0;1101.0;Aparecida do Rio Negro;5067.0;1701101.0;1701101;1159.034;4.4
RS;43.0;2303.0;Bom Jesus;11431.0;4302303.0;4302303;2622.837;4.4
MG;31.0;708.0;Água Comprida;2165.0;3100708.0;3100708;492.167;4.4
MT;51.0;6000.0;Nortelândia;5935.0;5106000.0;5106000;1336.754;4.4
MT;51.0;8501.0;Vera;13389.0;5108501.0;5108501;3058.364;4.4
AM;13.0;3569.0;Rio Preto da Eva;25723.0;1303569.0;1303569;5815.622;4.4
PA;15.0;4505.0;Melgaço;29846.0;1504505.0;1504505;6774.065;4.4
PI;22.0;5524.0;Júlio Borges;5499.0;2205524.0;2205524;1283.916;4.3
AP;16.0;535.0;Porto Grande;18988.0;1600535.0;1600535;4428.013;4.3
BA;29.0;19009.0;Lajedinho;3621.0;2919009.0;2919009;846.728;4.3
GO;52.0;19407.0;Santa Rita do Araguaia;5842.0;5219407.0;5219407;1357.197;4.3
MG;31.0;41306.0;Medeiros;4040.0;3141306.0;3141306;946.437;4.3
AM;13.0;2553.0;Manaquiri;17009.0;1302553.0;1302553;3973.258;4.3
GO;52.0;19258.0;Santa Fé de Goiás;5036.0;5219258.0;5219258;1164.186;4.3
RO;11.0;31.0;Cabixi;5690.0;1100031.0;1100031;1314.352;4.3
MT;51.0;7198.0;Ribeirãozinho;2697.0;5107198.0;5107198;624.997;4.3
MG;31.0;64209.0;São Romão;10553.0;3164209.0;3164209;2434.004;4.3
MG;31.0;24708.0;Estrela do Indaiá;2750.0;3124708.0;3124708;635.981;4.3
RS;43.0;19125.0;São Martinho da Serra;2911.0;4319125.0;4319125;669.547;4.3
TO;17.0;3008.0;Babaçulândia;7779.0;1703008.0;1703008;1790.297;4.3
SC;42.0;2503.0;Bom Jardim da Serra;4028.0;4202503.0;4202503;938.516;4.3
PA;15.0;701.0;Anajás;30003.0;1500701.0;1500701;6913.64;4.3
PI;22.0;5151.0;Jacobina do Piauí;5715.0;2205151.0;2205151;1333.796;4.3
PA;15.0;8159.0;Uruará;45939.0;1508159.0;1508159;10791.406;4.3
PA;15.0;1451.0;Belterra;18954.0;1501451.0;1501451;4398.418;4.3
TO;17.0;12801.0;Maurilândia do Tocantins;3171.0;1712801.0;1712801;736.303;4.3
MT;51.0;2793.0;Carlinda;10324.0;5102793.0;5102793;2421.788;4.3
TO;17.0;20655.0;Silvanópolis;5252.0;1720655.0;1720655;1258.771;4.2
MG;31.0;68200.0;Tapiraí;1707.0;3168200.0;3168200;407.92;4.2
AM;13.0;86.0;Anamã;10318.0;1300086.0;1300086;2446.121;4.2
PA;15.0;1725.0;Brasil Novo;26606.0;1501725.0;1501725;6362.575;4.2
MG;31.0;65909.0;Senador Modestino Gonçalves;4035.0;3165909.0;3165909;952.055;4.2
TO;17.0;15754.0;Palmeirópolis;7119.0;1715754.0;1715754;1708.981;4.2
BA;29.0;4407.0;Brejolândia;9377.0;2904407.0;2904407;2247.208;4.2
TO;17.0;16653.0;Pequizeiro;5038.0;1716653.0;1716653;1206.118;4.2
MT;51.0;508.0;Alto Paraguai;7717.0;5100508.0;5100508;1847.354;4.2
GO;52.0;605.0;Alto Paraíso de Goiás;10936.0;5200605.0;5200605;2594.998;4.2
TO;17.0;3073.0;Barra do Ouro;4641.0;1703073.0;1703073;1105.84;4.2
BA;29.0;2500.0;Baianópolis;14110.0;2902500.0;2902500;3320.723;4.2
GO;52.0;19605.0;Santa Tereza de Goiás;3225.0;5219605.0;5219605;789.544;4.1
RS;43.0;1875.0;Barra do Quaraí;4337.0;4301875.0;4301875;1055.937;4.1
RO;11.0;940.0;Cujubim;15883.0;1100940.0;1100940;3863.946;4.1
GO;52.0;3401.0;Bom Jardim de Goiás;7824.0;5203401.0;5203401;1901.137;4.1
MT;51.0;8808.0;Nova Guarita;4579.0;5108808.0;5108808;1121.928;4.1
PA;15.0;5064.0;Novo Repartimento;63754.0;1505064.0;1505064;15398.723;4.1
MS;50.0;7505.0;Rochedo;5407.0;5007505.0;5007505;1309.574;4.1
RS;43.0;11122.0;Jaquirana;3755.0;4311122.0;4311122;908.879;4.1
MS;50.0;5251.0;Laguna Carapã;7012.0;5005251.0;5005251;1725.78;4.1
PI;22.0;5102.0;Itaueira;10493.0;2205102.0;2205102;2554.179;4.1
MT;51.0;201.0;Água Boa;31314.0;5100201.0;5100201;7549.308;4.1
MT;51.0;5606.0;Matupá;21415.0;5105606.0;5105606;5228.272;4.1
PI;22.0;8874.0;Ribeira do Piauí;4114.0;2208874.0;2208874;1012.479;4.1
GO;52.0;11008.0;Itapirapuã;8125.0;5211008.0;5211008;2047.874;4.0
GO;52.0;22203.0;Vila Boa;4185.0;5222203.0;5222203;1052.593;4.0
PI;22.0;9708.0;São Francisco do Piauí;5404.0;2209708.0;2209708;1341.451;4.0
TO;17.0;18402.0;Presidente Kennedy;3051.0;1718402.0;1718402;771.716;4.0
PA;15.0;5635.0;Piçarra;13341.0;1505635.0;1505635;3312.708;4.0
PI;22.0;3602.0;Eliseu Martins;4435.0;2203602.0;2203602;1097.79;4.0
MG;31.0;54457.0;Riachinho;6890.0;3154457.0;3154457;1719.266;4.0
RS;43.0;11130.0;Jari;3414.0;4311130.0;4311130;853.08;4.0
MT;51.0;5903.0;Nobres;15753.0;5105903.0;5105903;3908.739;4.0
GO;52.0;209.0;Água Limpa;1856.0;5200209.0;5200209;458.836;4.0
PA;15.0;3101.0;Gurupá;33922.0;1503101.0;1503101;8570.286;4.0
GO;52.0;3807.0;Britânia;5788.0;5203807.0;5203807;1458.459;4.0
RO;11.0;130.0;Machadinho D'Oeste;34063.0;1100130.0;1100130;8509.27;4.0
MG;31.0;15607.0;Cedro do Abaeté;1091.0;3115607.0;3115607;283.211;3.9
MG;31.0;16159.0;Chapada Gaúcha;12810.0;3116159.0;3116159;3255.189;3.9
GO;52.0;6909.0;Davinópolis;1901.0;5206909.0;5206909;482.857;3.9
MA;21.0;2804.0;Carolina;24606.0;2102804.0;2102804;6267.675;3.9
RO;11.0;1609.0;Theobroma;8540.0;1101609.0;1101609;2197.413;3.9
MG;31.0;68903.0;Tiros;8172.0;3168903.0;3168903;2091.774;3.9
TO;17.0;11951.0;Lagoa do Tocantins;3610.0;1711951.0;1711951;917.632;3.9
PI;22.0;5565.0;Lagoa do Barro do Piauí;5146.0;2205565.0;2205565;1331.025;3.9
PA;15.0;3093.0;Goianésia do Pará;27059.0;1503093.0;1503093;7023.948;3.9
BA;29.0;21609.0;Morpará;8232.0;2921609.0;2921609;2093.872;3.9
TO;17.0;7702.0;Filadélfia;7823.0;1707702.0;1707702;1991.258;3.9
RO;11.0;908.0;Castanheiras;3456.0;1100908.0;1100908;892.841;3.9
